,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
2325,116.337685,26.0,28.296736,0.0,0.0,ProfExe,14000,83645.0,0.0,HomeImp,101615.0,5.0
1752,288.52988,16.0,22.423002,0.0,0.0,ProfExe,12000,36072.0,0.0,DebtCon,62960.0,8.0
1808,235.22926,9.0,35.113186,0.0,0.0,Other,12200,57112.0,0.0,DebtCon,76050.0,1.0
4954,107.17712,31.0,38.55298,0.0,0.0,Other,26200,75096.0,2.0,DebtCon,120859.0,4.0
2663,90.73278,26.0,39.140057,,1.0,Other,15200,96341.0,1.0,DebtCon,118734.0,1.0
5197,197.19812,19.0,26.37255,0.0,0.0,Other,28100,100420.0,0.0,DebtCon,207737.0,22.0
558,316.94708,24.0,37.90875,1.0,0.0,Mgr,7400,82412.0,1.0,DebtCon,91326.0,19.0
888,162.19649,11.0,32.612663,0.0,0.0,,8900,63342.0,1.0,DebtCon,78275.0,19.0
1218,66.35759,23.0,35.2377,0.0,0.0,ProfExe,10100,137299.0,2.0,DebtCon,200339.0,0.0
2941,220.96515,23.0,36.25934,0.0,0.0,ProfExe,16200,68873.0,0.0,HomeImp,101797.0,23.0
3537,229.47491,32.0,30.731396,0.0,0.0,ProfExe,18600,49385.0,2.0,DebtCon,70220.0,6.0
4922,80.16848,11.0,31.983686,0.0,0.0,Other,25900,21852.0,2.0,HomeImp,57518.0,2.0
635,59.081543,4.0,41.077877,0.0,0.0,Office,7900,,0.0,HomeImp,67081.0,1.0
1869,134.03177,20.0,36.925735,0.0,0.0,Other,12400,57105.0,0.0,DebtCon,74582.0,12.0
5152,132.41138,29.0,39.631104,1.0,0.0,Other,27700,54617.0,3.0,DebtCon,87722.0,9.0
2060,,,,,,,13000,77355.0,,,114400.0,
3475,274.48138,23.0,30.269218,1.0,0.0,Other,18300,12169.0,0.0,HomeImp,93564.0,13.0
3561,112.710365,35.0,64.27248,2.0,0.0,Other,18700,70562.0,4.0,DebtCon,91223.0,27.0
495,86.2,36.0,,0.0,8.0,Mgr,7000,138841.0,2.0,DebtCon,160000.0,11.0
4013,229.987,23.0,40.56412,0.0,0.0,ProfExe,21000,133430.0,1.0,DebtCon,189263.0,22.0
3410,121.76147,26.0,34.025208,1.0,2.0,Other,18000,74162.0,1.0,DebtCon,89823.0,0.0
5794,203.08882,35.0,38.633827,0.0,0.0,Self,48000,41392.0,2.0,HomeImp,106075.0,8.0
1158,136.9,35.0,,0.0,0.0,Sales,10000,59764.0,0.0,DebtCon,77870.0,7.0
3750,210.96666,18.0,,5.0,2.0,Office,19900,93619.0,2.0,DebtCon,130000.0,9.0
4150,104.17477,16.0,38.188435,0.0,0.0,,21700,58363.0,0.0,DebtCon,78411.0,5.0
1940,165.43079,13.0,37.539963,0.0,0.0,Office,12700,72164.0,0.0,DebtCon,104220.0,10.0
5773,126.116516,21.0,,1.0,0.0,Other,45900,52720.0,0.0,DebtCon,115224.0,
4784,88.933334,14.0,,,1.0,Other,25000,,,DebtCon,35000.0,10.0
2881,207.20285,36.0,42.57308,0.0,0.0,ProfExe,16000,88093.0,1.0,DebtCon,106943.0,7.0
1687,79.0814,23.0,40.02421,0.0,0.0,Mgr,11900,78959.0,1.0,DebtCon,104371.0,1.0
2976,250.72554,49.0,40.722195,0.0,0.0,Other,16300,32188.0,0.0,HomeImp,78914.0,
248,187.02052,27.0,27.646748,0.0,0.0,ProfExe,5500,93051.0,1.0,HomeImp,115374.0,6.0
5251,115.29481,39.0,32.875126,,,Mgr,28500,137174.0,,DebtCon,186118.0,1.0
6,77.1,17.0,,2.0,3.0,Other,1800,48649.0,1.0,HomeImp,57037.0,5.0
5420,174.20935,28.0,40.584812,0.0,0.0,Mgr,31800,125864.0,2.0,DebtCon,175163.0,12.0
1287,306.99222,12.0,34.48388,0.0,1.0,Other,10300,,2.0,HomeImp,51053.0,10.0
3669,167.65797,16.0,35.08607,0.0,1.0,Office,19300,27747.0,1.0,DebtCon,43740.0,7.0
99,63.933334,15.0,,2.0,1.0,Other,4100,58500.0,2.0,HomeImp,65000.0,8.0
3519,146.06981,18.0,39.83432,0.0,0.0,ProfExe,18600,84874.0,3.0,DebtCon,115759.0,9.0
1755,203.46898,36.0,41.57297,0.0,0.0,ProfExe,12000,88210.0,1.0,DebtCon,114224.0,8.0
1855,,0.0,,0.0,0.0,Mgr,12400,94000.0,0.0,DebtCon,112000.0,4.0
719,220.8133,37.0,24.380093,3.0,0.0,Other,8200,51730.0,0.0,DebtCon,59025.0,16.0
1268,189.69527,13.0,29.133698,1.0,0.0,Other,10300,54925.0,0.0,HomeImp,84078.0,2.0
2486,81.31482,13.0,33.981407,0.0,0.0,Other,14800,73887.0,2.0,DebtCon,109451.0,6.0
3610,248.72353,28.0,21.920198,0.0,0.0,ProfExe,19000,52157.0,0.0,DebtCon,157459.0,19.0
2482,127.16523,10.0,38.953724,0.0,0.0,Other,14800,63508.0,3.0,DebtCon,87310.0,2.0
1570,34.91437,7.0,18.84035,0.0,0.0,Self,11400,84380.0,,HomeImp,202186.0,13.0
2439,148.35522,23.0,42.033085,0.0,0.0,Other,14600,82837.0,0.0,DebtCon,95796.0,0.0
3436,75.066666,28.0,,0.0,2.0,Mgr,18200,50250.0,3.0,DebtCon,72000.0,10.0
2989,198.82742,19.0,41.5235,0.0,0.0,Other,16400,73466.0,3.0,DebtCon,89453.0,4.0
84,92.13333,26.0,,0.0,0.0,Other,4000,29562.0,1.0,DebtCon,37200.0,6.0
2811,83.69552,17.0,40.34993,0.0,0.0,Other,15700,53478.0,5.0,DebtCon,68885.0,5.0
3522,316.31387,16.0,43.756565,0.0,0.0,Other,18600,60709.0,2.0,DebtCon,89683.0,1.0
3558,290.82703,10.0,35.139034,1.0,,Other,18700,50354.0,1.0,DebtCon,79011.0,1.0
2380,244.83986,26.0,32.64754,0.0,0.0,Other,14300,70322.0,2.0,DebtCon,88626.0,3.0
2346,209.0518,12.0,39.648823,0.0,0.0,Office,14200,94696.0,0.0,DebtCon,121528.0,10.0
5619,190.67667,22.0,40.23961,0.0,0.0,Mgr,38100,67559.0,0.0,DebtCon,113024.0,16.0
5952,218.30498,15.0,34.242466,0.0,0.0,Other,88800,53307.0,0.0,DebtCon,94058.0,16.0
3660,170.5813,20.0,35.600544,0.0,0.0,ProfExe,19200,31307.0,1.0,DebtCon,60202.0,18.0
5463,203.83931,14.0,40.65778,0.0,0.0,Other,32800,13781.0,0.0,DebtCon,43371.0,28.0
2419,237.59926,18.0,34.883434,0.0,0.0,Other,14600,54040.0,0.0,DebtCon,66442.0,6.0
4477,186.89093,24.0,37.88977,0.0,0.0,Other,23400,81379.0,1.0,DebtCon,105005.0,
1632,216.06667,24.0,,0.0,0.0,Office,11700,62400.0,2.0,DebtCon,78000.0,20.0
856,,,30.022245,,,ProfExe,8700,76008.0,,DebtCon,95976.0,0.0
2626,80.77215,13.0,34.475597,0.0,0.0,Other,15100,72645.0,2.0,DebtCon,106343.0,5.0
1719,144.06667,23.0,,0.0,0.0,Other,12000,76187.0,0.0,DebtCon,93100.0,0.5
1693,,,38.928314,,,Other,12000,83560.0,,HomeImp,126479.0,8.0
212,81.1,2.0,,1.0,0.0,Other,5200,,1.0,DebtCon,9500.0,1.0
2983,201.93333,14.0,,0.0,0.0,ProfExe,16400,21857.0,0.0,HomeImp,51994.0,7.0
1533,332.7234,15.0,40.120167,1.0,0.0,Office,11300,124205.0,0.0,HomeImp,196124.0,0.0
3095,335.30032,41.0,36.211628,1.0,0.0,ProfExe,16800,81820.0,,DebtCon,100366.0,6.0
51,165.33333,26.0,,0.0,1.0,ProfExe,2900,78600.0,2.0,DebtCon,113000.0,6.0
5533,244.09767,14.0,36.131176,0.0,0.0,Other,34800,115191.0,4.0,DebtCon,165667.0,
5718,208.52292,30.0,39.751717,0.0,0.0,Other,42200,21393.0,0.0,DebtCon,68111.0,19.0
726,123.286026,34.0,35.875343,0.0,0.0,Other,8200,61821.0,0.0,HomeImp,64832.0,5.0
4708,164.77031,25.0,39.34586,0.0,1.0,ProfExe,24900,89530.0,1.0,DebtCon,146815.0,19.0
2119,,,36.027103,,,Mgr,13300,38232.0,,DebtCon,59482.0,
1521,254.01968,36.0,41.433945,0.0,0.0,Office,11200,68890.0,3.0,DebtCon,84059.0,12.0
5447,55.044243,7.0,15.396876,0.0,0.0,Other,32300,28213.0,0.0,DebtCon,40515.0,0.0
2367,115.13689,9.0,28.738342,0.0,0.0,Mgr,14300,45615.0,0.0,DebtCon,80818.0,4.0
978,,,,,,Other,9300,21138.0,,DebtCon,30700.0,3.0
4370,57.880817,19.0,35.55209,0.0,0.0,Other,22700,46929.0,2.0,DebtCon,71169.0,6.0
2278,120.7,20.0,,0.0,0.0,Office,13900,62103.0,1.0,DebtCon,80000.0,5.5
2580,211.03334,16.0,,0.0,0.0,Office,15000,15832.0,0.0,,35300.0,1.0
1565,127.62547,16.0,33.027145,0.0,0.0,Other,11400,56789.0,0.0,HomeImp,74016.0,7.0
5173,235.72855,24.0,34.844154,0.0,0.0,Mgr,27800,127770.0,1.0,DebtCon,169440.0,2.0
2670,152.13333,20.0,,0.0,0.0,Office,15200,65000.0,4.0,DebtCon,92000.0,1.0
4257,240.70306,24.0,40.621895,0.0,0.0,ProfExe,22200,138121.0,1.0,DebtCon,180144.0,22.0
1088,106.88889,18.0,36.61866,1.0,0.0,Other,9800,54681.0,3.0,DebtCon,74097.0,2.0
5014,133.4481,29.0,39.229713,1.0,0.0,Other,26600,61151.0,0.0,DebtCon,97072.0,16.0
1934,148.2881,34.0,33.4637,1.0,0.0,ProfExe,12700,77068.0,0.0,HomeImp,98436.0,7.0
5099,96.07069,22.0,34.51779,0.0,0.0,Office,27300,53223.0,0.0,DebtCon,86696.0,0.0
1886,182.957,29.0,27.385874,0.0,2.0,ProfExe,12500,77792.0,1.0,DebtCon,100812.0,10.0
4620,84.66879,16.0,35.604885,0.0,0.0,Other,24200,63229.0,0.0,DebtCon,89394.0,15.0
4308,186.6281,25.0,33.430637,0.0,0.0,Mgr,22400,106561.0,0.0,DebtCon,157214.0,15.0
5440,157.72629,23.0,37.065758,0.0,0.0,Other,32200,188427.0,0.0,DebtCon,293790.0,27.0
2727,133.8993,8.0,27.922035,0.0,0.0,Mgr,15400,47749.0,1.0,DebtCon,74451.0,3.0
5761,130.49698,19.0,27.105116,,5.0,Other,44100,,,DebtCon,51165.0,
5918,218.1,25.0,,0.0,0.0,Self,68000,191000.0,3.0,DebtCon,288000.0,11.0
1736,216.13333,12.0,,0.0,0.0,Office,12000,87000.0,0.0,DebtCon,113850.0,11.0
2227,101.566666,25.0,,1.0,0.0,ProfExe,13700,46000.0,0.0,DebtCon,81000.0,1.5
5106,101.88661,14.0,20.808197,,0.0,Other,27300,,,DebtCon,43277.0,9.0
5237,172.34065,20.0,26.913004,1.0,0.0,Other,28200,51663.0,0.0,DebtCon,92860.0,24.0
150,58.866665,16.0,,1.0,0.0,Mgr,5000,100882.0,0.0,HomeImp,102700.0,5.0
2368,333.83334,50.0,,1.0,,Office,14300,81000.0,2.0,DebtCon,100000.0,30.0
2084,92.4,9.0,,0.0,1.0,Other,13100,54000.0,0.0,DebtCon,74750.0,14.0
433,193.75475,19.0,19.549572,0.0,0.0,Office,6700,51855.0,0.0,HomeImp,58084.0,21.0
5365,81.2234,34.0,25.942577,0.0,0.0,Mgr,30600,78355.0,1.0,DebtCon,124426.0,11.0
2767,287.44113,19.0,31.759876,0.0,0.0,Other,15600,102881.0,2.0,DebtCon,117868.0,11.0
1817,212.78299,25.0,43.134094,1.0,,ProfExe,12300,152107.0,3.0,DebtCon,179793.0,7.0
2744,156.13092,34.0,32.03387,2.0,0.0,ProfExe,15500,88929.0,0.0,DebtCon,115249.0,0.0
189,69.10747,15.0,35.025074,1.0,,,5000,51209.0,,DebtCon,55320.0,5.0
4951,106.6523,6.0,22.508173,,1.0,Office,26100,73525.0,0.0,DebtCon,,3.0
279,92.64308,15.0,41.210014,0.0,0.0,Other,5700,71556.0,0.0,HomeImp,79538.0,2.0
3451,202.53433,17.0,27.436646,0.0,0.0,Other,18200,120966.0,0.0,DebtCon,208782.0,4.0
3037,139.83125,20.0,31.81443,0.0,0.0,Office,16500,74263.0,3.0,DebtCon,98922.0,0.0
3508,282.9006,21.0,40.03884,0.0,0.0,ProfExe,18500,81938.0,1.0,DebtCon,106187.0,2.0
4218,96.33643,10.0,5.2266736,0.0,0.0,Other,22000,48041.0,0.0,DebtCon,88433.0,12.0
